TABLE_NAME,COLUMN_NAME
biblio,autoctr
biblio,RefNo
biblio,SpecCode
biblio,SynCode
biblio,SpeciesCodeInRef
biblio,RefPage
biblio,PageFirst
biblio,PageInSort
biblio,Locality
biblio,Distribution
biblio,Comment
biblio,Quote
biblio,SpeciesUncertain
biblio,Entered
biblio,DateEntered
biblio,Modified
biblio,DateModified
biblio,TS
