table_name,column_name
maturity_prev,autoctr
maturity_prev,Speccode
maturity_prev,StockCode
maturity_prev,MaturityRefNo
maturity_prev,Sex
maturity_prev,AgeMatMin
maturity_prev,AgeMatMin2
maturity_prev,AgeMatRef
maturity_prev,tm
maturity_prev,LengthMatMin
maturity_prev,LengthMatMin2
maturity_prev,Type1
maturity_prev,LengthMatRef
maturity_prev,Lm
maturity_prev,Locality
maturity_prev,C_Code
maturity_prev,E_Code
maturity_prev,Comment
maturity_prev,Entered
maturity_prev,DateEntered
maturity_prev,Modified
maturity_prev,DateModified
maturity_prev,Expert
maturity_prev,DateChecked
maturity_prev,TS
