table_name,column_name
countref_fromfbapp,PAESE
countref_fromfbapp,Note
countref_fromfbapp,C_Code
countref_fromfbapp,ABB
countref_fromfbapp,ISO_Code
countref_fromfbapp,ISO3Alpha
countref_fromfbapp,ISO2Alpha
countref_fromfbapp,Used
countref_fromfbapp,Capital
countref_fromfbapp,LatDeg
countref_fromfbapp,LatMin
countref_fromfbapp,NorthSouth
countref_fromfbapp,LongDeg
countref_fromfbapp,LongMin
countref_fromfbapp,EastWest
countref_fromfbapp,Remark
countref_fromfbapp,PolarBoreal
countref_fromfbapp,Temperate
countref_fromfbapp,Subtropical
countref_fromfbapp,Tropical
countref_fromfbapp,Landlocked
countref_fromfbapp,GeographicArea
countref_fromfbapp,Region
countref_fromfbapp,Continent
countref_fromfbapp,AreaCodeInland
countref_fromfbapp,FAOAreaInland
countref_fromfbapp,AreaCodeMarineI
countref_fromfbapp,FAOAreaMarineI
countref_fromfbapp,AreaCodeMarineII
countref_fromfbapp,FAOAreaMarineII
countref_fromfbapp,AreaCodeMarineIII
countref_fromfbapp,FAOAreaMarineIII
countref_fromfbapp,AreaCodeMarineIV
countref_fromfbapp,FAOAreaMarineIV
countref_fromfbapp,AreaCodeMarineV
countref_fromfbapp,FAOAreaMarineV
countref_fromfbapp,Population
countref_fromfbapp,PopulationYear
countref_fromfbapp,PopulationRate
countref_fromfbapp,PopulationRef
countref_fromfbapp,CoastalPopulation
countref_fromfbapp,CoastPopRef
countref_fromfbapp,Area
countref_fromfbapp,Coastline
countref_fromfbapp,CoastlineRef
countref_fromfbapp,ShelfArea
countref_fromfbapp,ShelfRef
countref_fromfbapp,EECarea
countref_fromfbapp,EEZRef
countref_fromfbapp,Language
countref_fromfbapp,Currency
countref_fromfbapp,MarineCount
countref_fromfbapp,MarineFamCount
countref_fromfbapp,CompleteMarine
countref_fromfbapp,MarineLit
countref_fromfbapp,MarineFamLit
countref_fromfbapp,CheckMarineRef
countref_fromfbapp,MarineFlag
countref_fromfbapp,FreshwaterCount
countref_fromfbapp,FreshFamCount
countref_fromfbapp,CompleteFresh
countref_fromfbapp,FreshwaterLit
countref_fromfbapp,FreshFamLit
countref_fromfbapp,CheckFreshRef
countref_fromfbapp,FreshFlag
countref_fromfbapp,TotalCount
countref_fromfbapp,TotalFamCount
countref_fromfbapp,TotalComplete
countref_fromfbapp,TotalLit
countref_fromfbapp,TotalFamLit
countref_fromfbapp,TotalRef
countref_fromfbapp,LastUpdate
countref_fromfbapp,MorphCountFresh
countref_fromfbapp,OccurCountFresh
countref_fromfbapp,PicCountFresh
countref_fromfbapp,GrowthCountFresh
countref_fromfbapp,FoodCountFresh
countref_fromfbapp,DietCountFresh
countref_fromfbapp,ReproductionCountFresh
countref_fromfbapp,SpawningCountFresh
countref_fromfbapp,MorphCountMarine
countref_fromfbapp,OccurCountMarine
countref_fromfbapp,PicCountMarine
countref_fromfbapp,GrowthCountMarine
countref_fromfbapp,FoodCountMarine
countref_fromfbapp,DietCountMarine
countref_fromfbapp,ReproductionCountMarine
countref_fromfbapp,SpawningCountMarine
countref_fromfbapp,LatDegFill
countref_fromfbapp,LatMinFill
countref_fromfbapp,NorthSouthFill
countref_fromfbapp,LongDegFill
countref_fromfbapp,LongMinFill
countref_fromfbapp,EastWestFill
countref_fromfbapp,MLatDegFill
countref_fromfbapp,MLatMinFill
countref_fromfbapp,MNorthSouthFill
countref_fromfbapp,MLongDegFill
countref_fromfbapp,MLongMinFill
countref_fromfbapp,MEastWestFill
countref_fromfbapp,MLatDegFill2
countref_fromfbapp,MLatMinFill2
countref_fromfbapp,MNorthSouthFill2
countref_fromfbapp,MLongDegFill2
countref_fromfbapp,MLongMinFill2
countref_fromfbapp,MEastWestFill2
countref_fromfbapp,MLatDegFill3
countref_fromfbapp,MLatMinFill3
countref_fromfbapp,MNorthSouthFill3
countref_fromfbapp,MLongDegFill3
countref_fromfbapp,MLongMinFill3
countref_fromfbapp,MEastWestFill3
countref_fromfbapp,MLatDegFill4
countref_fromfbapp,MLatMinFill4
countref_fromfbapp,MNorthSouthFill4
countref_fromfbapp,MLongDegFill4
countref_fromfbapp,MLongMinFill4
countref_fromfbapp,MEastWestFill4
countref_fromfbapp,MLatDegFill5
countref_fromfbapp,MLatMinFill5
countref_fromfbapp,MNorthSouthFill5
countref_fromfbapp,MLongDegFill5
countref_fromfbapp,MLongMinFill5
countref_fromfbapp,MEastWestFill5
countref_fromfbapp,NorthernLatitude
countref_fromfbapp,NorthernLatitudeNS
countref_fromfbapp,SouthernLatitude
countref_fromfbapp,SouthernLatitudeNS
countref_fromfbapp,WesternLongitude
countref_fromfbapp,WesternLongitudeEW
countref_fromfbapp,EasternLongitude
countref_fromfbapp,EasternLongitudeEW
countref_fromfbapp,CenterLat
countref_fromfbapp,CenterLong
countref_fromfbapp,OtherLanguage
countref_fromfbapp,Geography
countref_fromfbapp,GeographyRef
countref_fromfbapp,Hydrography
countref_fromfbapp,HydrographyRef
countref_fromfbapp,CommentFresh
countref_fromfbapp,RefFresh1
countref_fromfbapp,RefFresh2
countref_fromfbapp,RefFresh3
countref_fromfbapp,FreshPrimary
countref_fromfbapp,FreshSecondary
countref_fromfbapp,FreshInto
countref_fromfbapp,InFisheriesReported
countref_fromfbapp,InFisheriesPotential
countref_fromfbapp,InAquaReported
countref_fromfbapp,InAquaPotential
countref_fromfbapp,ExportReported
countref_fromfbapp,ExportPotential
countref_fromfbapp,SportReported
countref_fromfbapp,SportPotential
countref_fromfbapp,EndemicReported
countref_fromfbapp,EndemicPotential
countref_fromfbapp,Threatened
countref_fromfbapp,ProtectedReported
countref_fromfbapp,ProtectedPotential
countref_fromfbapp,ACP
countref_fromfbapp,Developed
countref_fromfbapp,Marine
countref_fromfbapp,Brackish
countref_fromfbapp,MarineInto
countref_fromfbapp,MarineInFisheriesReported
countref_fromfbapp,MarineInFisheriesPotential
countref_fromfbapp,MarineInAquaReported
countref_fromfbapp,MarineInAquaPotential
countref_fromfbapp,MarineExportReported
countref_fromfbapp,MarineExportPotential
countref_fromfbapp,MarineSportReported
countref_fromfbapp,MarineSportPotential
countref_fromfbapp,MarineEndemicReported
countref_fromfbapp,MarineEndemicPotential
countref_fromfbapp,MarineThreatened
countref_fromfbapp,MarineProtectedReported
countref_fromfbapp,MarineProtectedPotential
countref_fromfbapp,NatFishDB
countref_fromfbapp,NatFishDB2
countref_fromfbapp,Factbook
countref_fromfbapp,NatFishAut
countref_fromfbapp,TradeNames
countref_fromfbapp,Entered
countref_fromfbapp,DateEntered
countref_fromfbapp,Modified
countref_fromfbapp,DateModified
countref_fromfbapp,Expert
countref_fromfbapp,DateChecked
countref_fromfbapp,Greek_original
countref_fromfbapp,Greek
countref_fromfbapp,RUSSIAN_original
countref_fromfbapp,RUSSIAN
countref_fromfbapp,FRENCH
countref_fromfbapp,SPANISH
countref_fromfbapp,GERMAN
countref_fromfbapp,DUTCH
countref_fromfbapp,PORTUGUESE
countref_fromfbapp,ITALIAN
countref_fromfbapp,SWEDISH
countref_fromfbapp,TS
countref_fromfbapp,SAUP_Code
