table_name,column_name
orders,Order
orders,CommonName
orders,OrderRefNo
orders,Ordnum
orders,EtymologyOrder
orders,Class
orders,ClassNum
orders,Class_Russian
orders,Phylum
orders,PhylumNum
orders,EtymologyClass
orders,Marine
orders,Brackish
orders,Freshwater
orders,FamCount
orders,SisterOrder
orders,ComAncestor
orders,ComAncRef1
orders,ComAncRef2
orders,PeriodRange
orders,Period
orders,EpochRange
orders,Epoch
orders,Complete
orders,Entered
orders,DateEntered
orders,Modified
orders,DateModified
orders,Expert
orders,DateChecked
orders,Remark
orders,CommonName_German
orders,CommonName_French
orders,CommonName_Italian
orders,CommonName_Spanish
orders,CommonName_Portuguese
orders,CommonName_Dutch
orders,CommonName_Chinese
orders,CommonName_Chinese_u
orders,CommonName_Greek
orders,CommonName_Greek_u
orders,CommonName_Russian_u
orders,CommonName_Russian
orders,CommonName_Swedish
orders,TS
