table_name,column_name
esortcountrycatches_ices,FAO
esortcountrycatches_ices,Scientific
esortcountrycatches_ices,ISSCAAP
esortcountrycatches_ices,SpecCode
esortcountrycatches_ices,C_Code
esortcountrycatches_ices,AreaCode
esortcountrycatches_ices,s1973
esortcountrycatches_ices,s1974
esortcountrycatches_ices,s1975
esortcountrycatches_ices,s1976
esortcountrycatches_ices,s1977
esortcountrycatches_ices,s1978
esortcountrycatches_ices,s1979
esortcountrycatches_ices,s1980
esortcountrycatches_ices,s1981
esortcountrycatches_ices,s1982
esortcountrycatches_ices,s1983
esortcountrycatches_ices,s1984
esortcountrycatches_ices,s1985
esortcountrycatches_ices,s1986
esortcountrycatches_ices,s1987
esortcountrycatches_ices,s1988
esortcountrycatches_ices,s1989
esortcountrycatches_ices,s1990
esortcountrycatches_ices,s1991
esortcountrycatches_ices,s1992
esortcountrycatches_ices,s1993
esortcountrycatches_ices,s1994
esortcountrycatches_ices,s1995
esortcountrycatches_ices,s1996
esortcountrycatches_ices,s1997
esortcountrycatches_ices,s1998
esortcountrycatches_ices,s1999
esortcountrycatches_ices,s2000
esortcountrycatches_ices,Country
esortcountrycatches_ices,Area
esortcountrycatches_ices,Area2
